,Origin_airport,Destination_airport,Total_passengers,Total_departures,KMeansCluster
1777,ARA,BWI,0,1,0
1778,ARA,CVG,0,1,0
1782,ARA,MCN,0,2,0
1783,ARA,MEM,0,4,0
1784,ARA,MSP,0,3,0
1786,ARA,RDU,0,1,0
1787,ARA,SGF,0,1,0
1788,ART,AEX,0,1,0
1793,ART,CAE,0,1,0
1795,ART,MEM,0,2,0
1797,ART,OKC,0,1,0
2580,AVP,MEM,0,4,0
2590,AVP,PBI,0,1,0
1613,ANC,HSV,0,158,0
3163,BFI,MHK,0,1,0
3279,BFM,AFW,0,2,0
3280,BFM,ATL,0,4,0
3281,BFM,BFM,0,7,0
3282,BFM,BGR,0,10,0
3284,BFM,BNA,0,1,0
3285,BFM,BOS,0,1,0
3286,BFM,BTR,0,1,0
3287,BFM,BWG,0,1,0
3288,BFM,CAE,0,2,0
3289,BFM,CLE,0,1,0
3290,BFM,COS,0,2,0
3291,BFM,DFW,0,1,0
3292,BFM,DHN,0,4,0
3294,BFM,FLL,0,1,0
3295,BFM,GDC,0,1,0
3296,BFM,GJT,0,1,0
3297,BFM,GSP,0,1,0
3298,BFM,HSV,0,547,0
3299,BFM,IAH,0,1,0
3301,BFM,JAN,0,1,0
3302,BFM,JAX,0,7,0
3303,BFM,LAX,0,1,0
3305,BFM,LFT,0,2,0
3306,BFM,LRD,0,3,0
3307,BFM,MCO,0,1,0
3278,BFM,ADS,0,1,0
3277,BFM,ABY,0,2006,0
3275,BFL,VIS,0,3,0
3216,BFI,TOL,0,1357,0
3182,BFI,PBI,0,1,0
3187,BFI,PIA,0,1,0
3191,BFI,PWT,0,1,0
3195,BFI,RDU,0,2,0
3196,BFI,RFD,0,2187,0
3197,BFI,RIV,0,745,0
3199,BFI,ROC,0,1,0
3203,BFI,SDM,0,1,0
3208,BFI,SLN,0,1,0
3214,BFI,TCM,0,1,0
3215,BFI,TIK,0,1,0
3219,BFI,YIP,0,3,0
3254,BFL,MOD,0,1,0
3220,BFI,YUM,0,1,0
3222,BFL,ABQ,0,1,0
3228,BFL,BFL,0,1,0
3229,BFL,BIH,0,1,0
3232,BFL,CID,0,1,0
3239,BFL,ELP,0,2,0
3240,BFL,FAR,0,1,0
3244,BFL,HNL,0,2,0
3249,BFL,LSV,0,1,0
3250,BFL,MCC,0,1,0
3253,BFL,MFR,0,1,0
3308,BFM,MEM,0,2135,0
3309,BFM,MFR,0,3,0
3310,BFM,MIA,0,4,0
3444,BGR,HUA,0,1,0
3393,BGR,BDR,0,2,0
3394,BGR,BFM,0,2,0
3408,BGR,CMI,0,1,0
3409,BGR,CNW,0,1,0
3417,BGR,DOV,0,1,0
3427,BGR,FAT,0,2,0
3432,BGR,FWA,0,1,0
3433,BGR,FWH,0,2,0
3434,BGR,GDC,0,2,0
3442,BGR,HKS,0,1,0
3443,BGR,HSV,0,25,0
3451,BGR,IPT,0,1,0
3385,BGR,ARA,0,2,0
3461,BGR,LRD,0,1,0
3464,BGR,MCF,0,1,0
3466,BGR,MCN,0,1,0
3469,BGR,MDW,0,3,0
3498,BGR,RDG,0,4,0
3500,BGR,RFD,0,2,0
3503,BGR,RKD,0,1,0
3507,BGR,SAN,0,1,0
3517,BGR,SMF,0,1,0
3523,BGR,TOL,0,1,0
3528,BGR,VAD,0,1,0
3387,BGR,ATW,0,0,0
3383,BGR,ANC,0,7,0
3311,BFM,MOB,0,1,0
3323,BFM,TPA,0,1,0
3312,BFM,MSP,0,1,0
3313,BFM,MSY,0,155,0
3314,BFM,OAK,0,1,0
3315,BFM,OKK,0,1,0
3316,BFM,PIT,0,1,0
3317,BFM,RDU,0,1,0
3318,BFM,SER,0,1,0
3319,BFM,SHV,0,1,0
3320,BFM,STL,0,2,0
3321,BFM,TLH,0,293,0
3322,BFM,TOL,0,2,0
3324,BFM,TTN,0,1,0
3378,BGR,ADS,0,1,0
3326,BFM,TYS,0,234,0
3327,BFM,YIP,0,5,0
3328,BFR,ATL,0,1,0
3329,BFR,YIP,0,1,0
3330,BGD,MLU,0,1,0
3333,BGM,AGS,0,1,0
3337,BGM,BGM,0,1,0
3347,BGM,DCA,0,2,0
3354,BGM,GSP,0,1,0
3362,BGM,ORD,0,1,0
3371,BGM,SHD,0,1,0
3179,BFI,OLS,0,2,0
3159,BFI,MCN,0,1,0
2592,AVP,PIA,0,1,0
3157,BFI,MCE,0,6,0
2734,AZO,ILG,0,1,0
2736,AZO,JAN,0,3,0
2742,AZO,LIT,0,8,0
2743,AZO,LRD,0,1,0
2745,AZO,LUK,0,1,0
2747,AZO,MCI,0,3,0
2749,AZO,MEM,0,2,0
2756,AZO,OKC,0,8,0
2771,AZO,SHV,0,22,0
2773,AZO,STL,0,1,0
2774,AZO,SUS,0,4,0
2776,AZO,TUS,0,1,0
2778,AZO,VLD,0,1,0
2779,AZO,XNA,0,1,0
2782,BAD,ATL,0,1,0
2783,BAD,BAD,0,1,0
2786,BAD,DFW,0,1,0
2788,BAD,DOV,0,1,0
2793,BAD,HIK,0,2,0
2795,BAD,HNL,0,3,0
2796,BAD,IAD,0,1,0
2797,BAD,JFK,0,1,0
2800,BAD,MCO,0,1,0
2802,BAD,MSP,0,1,0
2805,BAD,TUS,0,3,0
2732,AZO,HKS,0,1,0
2724,AZO,EVV,0,2,0
2715,AZO,COU,0,1,0
2636,AZA,EDF,0,1,0
2598,AVP,RIC,0,1,0
2606,AVP,STL,0,1,0
2612,AXN,BJI,0,1,0
2613,AXN,MSP,0,340,0
2614,AXV,TVC,0,2,0
2615,AXV,YIP,0,3,0
2617,AZA,ACT,0,1,0
2619,AZA,AFW,0,1,0
2620,AZA,ANC,0,1,0
2624,AZA,BGR,0,1,0
2628,AZA,BNA,0,1,0
2653,AZA,IND,0,1,0
2706,AZO,BRO,0,1,0
2658,AZA,LIT,0,1,0
2660,AZA,LSV,0,1,0
2661,AZA,MDW,0,1,0
2664,AZA,MIA,0,4,0
2667,AZA,MSP,0,2,0
2687,AZA,SMF,0,2,0
2690,AZA,TCM,0,1,0
2696,AZO,AFW,0,1,0
2698,AZO,ASN,0,2,0
2700,AZO,ATW,0,0,0
2701,AZO,AZO,0,2,0
2807,BBC,HOU,0,1,0
2814,BDL,ADS,0,3,0
2821,BDL,ANC,0,3,0
3101,BFI,CHA,0,1,0
3072,BFF,SCK,0,3,0
3078,BFF,YIP,0,2,0
3079,BFI,ADS,0,4,0
3080,BFI,AEX,0,1,0
3081,BFI,AFW,0,1,0
3085,BFI,AUS,0,1,0
3086,BFI,AZA,0,1,0
3090,BFI,BIL,0,2,0
3094,BFI,BNA,0,1,0
3099,BFI,CAE,0,27,0
3100,BFI,CEC,0,1,0
3102,BFI,CHS,0,1,0
3062,BFF,PDX,0,1,0
3114,BFI,DSM,0,106,0
3117,BFI,ELN,0,1,0
3122,BFI,FAR,0,1,0
3125,BFI,FLL,0,1,0
3126,BFI,FMN,0,1,0
3132,BFI,GTF,0,1,0
3133,BFI,HIF,0,1,0
3138,BFI,ICT,0,1,0
3140,BFI,ILN,0,2579,0
3142,BFI,IPL,0,2,0
3143,BFI,JFK,0,12,0
3070,BFF,RNO,0,1,0
3059,BFF,OAK,0,10,0
2830,BDL,BFI,0,5,0
2972,BDL,SLN,0,2,0
2842,BDL,BWG,0,4,0
2879,BDL,GFK,0,1,0
2887,BDL,GYY,0,1,0
2889,BDL,HNL,0,2,0
2897,BDL,ILN,0,2067,0
2921,BDL,MHK,0,1,0
2926,BDL,MOB,0,1,0
2940,BDL,PDX,0,23,0
2949,BDL,RDG,0,2,0
2956,BDL,RUT,0,2,0
2963,BDL,SDM,0,1,0
2978,BDL,TCL,0,1,0
3055,BFF,MEM,0,2,0
2982,BDL,TTN,0,1,0
2995,BDR,BDR,0,2,0
3000,BDR,EWR,0,3,0
3001,BDR,HVN,0,1,0
3010,BDR,RDG,0,4,0
3018,BFD,YIP,0,1,0
3021,BFF,BFI,0,1,0
3022,BFF,BIL,0,1,0
3028,BFF,CPR,0,1847,0
3035,BFF,DPA,0,1,0
3053,BFF,MCC,0,1,0
1614,ANC,IAB,0,5,0
1610,ANC,HMN,0,5,0
3535,BGS,MAF,0,0,0
657,ACY,MDT,0,1,0
727,ADS,AMA,0,1,0
728,ADS,ATL,0,1,0
729,ADS,AUS,0,5,0
730,ADS,AVL,0,1,0
731,ADS,AZA,0,1,0
732,ADS,BDL,0,2,0
733,ADS,BHM,0,1,0
734,ADS,BNA,0,5,0
735,ADS,BQK,0,1,0
736,ADS,BRO,0,7,0
737,ADS,BTL,0,1,0
738,ADS,BTR,0,1,0
739,ADS,BUF,0,4,0
740,ADS,BWI,0,1,0
741,ADS,CAE,0,2,0
742,ADS,CHA,0,1,0
743,ADS,CHO,0,2,0
744,ADS,CID,0,1,0
745,ADS,CLL,0,2,0
746,ADS,CLT,0,5,0
747,ADS,CNW,0,1,0
748,ADS,COS,0,1,0
749,ADS,CSG,0,1,0
750,ADS,CVG,0,1,0
751,ADS,DAL,0,18,0
726,ADS,ADS,0,8,0
725,ADS,ADM,0,1,0
724,ADS,ABQ,0,1,0
704,ACY,YIP,0,1,0
669,ACY,NZC,0,6,0
670,ACY,OAJ,0,2,0
671,ACY,OKC,0,1,0
676,ACY,PGD,0,1,0
683,ACY,RDG,0,3,0
686,ACY,RIV,0,1,0
693,ACY,SHV,0,1,0
694,ACY,SLN,0,2,0
697,ACY,TLH,0,1,0
698,ACY,TMB,0,1,0
703,ACY,XXW,0,1,0
706,ADM,ADM,0,1,0
722,ADQ,MRI,0,1,0
707,ADM,ADS,0,1,0
708,ADM,FNT,0,1,0
709,ADM,ILN,0,6,0
710,ADM,LAX,0,1,0
711,ADM,LRD,0,2,0
712,ADM,MCI,0,2,0
713,ADM,MEM,0,2,0
714,ADM,YIP,0,13,0
717,ADQ,BFI,0,1,0
718,ADQ,BLI,0,4,0
721,ADQ,JNU,0,34,0
752,ADS,DAY,0,5,0
753,ADS,DET,0,1,0
754,ADS,DPA,0,1,0
798,ADS,OKC,0,4,0
786,ADS,LIT,0,5,0
787,ADS,LRD,0,53,0
789,ADS,MCI,0,3,0
790,ADS,MEM,0,5,0
791,ADS,MIA,0,5,0
792,ADS,MIO,0,2,0
793,ADS,MKG,0,2,0
794,ADS,MQT,0,1,0
795,ADS,MSP,0,1,0
796,ADS,MSY,0,4,0
797,ADS,OGD,0,1,0
799,ADS,OLS,0,5,0
784,ADS,LCK,0,1,0
800,ADS,OMA,0,2,0
801,ADS,ORD,0,1,0
802,ADS,PHX,0,1,0
803,ADS,PIA,0,3,0
804,ADS,PIT,0,1,0
805,ADS,RDU,0,3,0
806,ADS,ROA,0,1,0
807,ADS,RST,0,2,0
808,ADS,SAT,0,2,0
809,ADS,SBN,0,1,0
810,ADS,SCK,0,1,0
785,ADS,LEX,0,6,0
783,ADS,LBB,0,1,0
755,ADS,DQF,0,2,0
768,ADS,GYY,0,1,0
756,ADS,DRT,0,5,0
757,ADS,ELP,0,25,0
758,ADS,EVV,0,2,0
759,ADS,EWR,0,2,0
761,ADS,FLL,0,4,0
762,ADS,FWA,0,5,0
763,ADS,GLH,0,1,0
764,ADS,GRI,0,1,0
765,ADS,GRR,0,1,0
766,ADS,GSO,0,1,0
767,ADS,GSP,0,2,0
769,ADS,HKY,0,2,0
782,ADS,LAX,0,11,0
770,ADS,HOU,0,3,0
771,ADS,HSV,0,1,0
773,ADS,IAH,0,8,0
774,ADS,ILG,0,5,0
775,ADS,ILM,0,1,0
776,ADS,ILN,0,1,0
777,ADS,IND,0,1,0
778,ADS,ISM,0,1,0
779,ADS,JFK,0,1,0
780,ADS,LAS,0,1,0
781,ADS,LAW,0,1,0
662,ACY,MIE,0,1,0
651,ACY,LEX,0,5,0
812,ADS,SGU,0,1,0
639,ACY,HOU,0,2,0
201,ABQ,BGR,0,1,0
209,ABQ,BTR,0,1,0
234,ABQ,DPA,0,24,0
258,ABQ,GRK,0,1,0
272,ABQ,ILN,0,693,0
274,ABQ,IPL,0,14,0
278,ABQ,LAL,0,1,0
295,ABQ,MCE,0,1,0
300,ABQ,MFR,0,1,0
303,ABQ,MHR,0,37,0
318,ABQ,OPF,0,1,0
347,ABQ,SCK,0,1,0
348,ABQ,SDM,0,1,0
352,ABQ,SHR,0,1,0
361,ABQ,SUS,0,1,0
367,ABQ,TOL,0,3,0
385,ABR,CWA,0,1,0
389,ABR,GFK,0,1,0
393,ABR,MCI,0,1,0
398,ABR,OMA,0,1,0
405,ABR,TUS,0,1,0
408,ABY,AVP,0,1,0
409,ABY,BFM,0,2226,0
411,ABY,BNA,0,1,0
416,ABY,CLE,0,4,0
192,ABQ,AMK,0,7,0
188,ABQ,AEX,0,1,0
187,ABQ,ACV,0,1,0
76,ABE,MCI,0,3,0
2,ABE,ACT,0,1,0
4,ABE,ADS,0,1,0
8,ABE,ATW,0,2,0
13,ABE,BFM,0,1,0
27,ABE,CHO,0,1,0
37,ABE,DHN,0,1,0
40,ABE,ELM,0,1,0
43,ABE,FAY,0,1,0
46,ABE,FSD,0,1,0
59,ABE,ILN,0,2226,0
72,ABE,LIT,0,1,0
85,ABE,MOB,0,1,0
149,ABI,IND,0,1,0
101,ABE,RDG,0,1,0
103,ABE,RFD,0,1,0
111,ABE,SGF,0,1,0
124,ABI,ACY,0,1,0
125,ABI,AFW,0,2,0
130,ABI,BNA,0,1,0
132,ABI,BWD,0,4,0
139,ABI,GCK,0,1,0
143,ABI,GRR,0,0,0
145,ABI,HUF,0,1,0
147,ABI,ICT,0,1,0
417,ABY,CPS,0,4,0
419,ABY,DFW,0,1,0
421,ABY,DTW,0,1,0
563,ACV,DRO,0,3,0
523,ACT,MKE,0,1,0
524,ACT,MSP,0,1,0
535,ACT,RFD,0,1,0
541,ACT,SFO,0,1,0
546,ACT,STJ,0,1,0
549,ACT,TCM,0,1,0
550,ACT,TIK,0,1,0
551,ACT,TMB,0,1,0
552,ACT,TPA,0,1,0
557,ACT,VLD,0,1,0
561,ACV,ANC,0,1,0
564,ACV,EKA,0,4,0
514,ACT,LSE,0,1,0
573,ACV,OAK,0,4,0
579,ACV,SBA,0,2,0
585,ACV,STS,0,1,0
587,ACV,UKI,0,22,0
588,ACY,ABE,0,1,0
591,ACY,AEX,0,1,0
597,ACY,BDL,0,1,0
598,ACY,BGR,0,1,0
607,ACY,CHO,0,1,0
631,ACY,GJT,0,1,0
638,ACY,HKY,0,3,0
516,ACT,MAF,0,0,0
505,ACT,LAN,0,1,0
423,ABY,GSO,0,1,0
441,ABY,RIC,0,1,0
425,ABY,IND,0,1,0
426,ABY,JAN,0,2,0
427,ABY,JAX,0,37,0
430,ABY,MCO,0,10,0
431,ABY,MFD,0,1,0
433,ABY,MIA,0,14,0
434,ABY,MOB,0,1,0
435,ABY,MSY,0,6,0
436,ABY,MTN,0,2,0
437,ABY,PBI,0,10,0
440,ABY,RFD,0,8,0
442,ABY,STL,0,1,0
501,ACT,JAC,0,1,0
444,ABY,TDZ,0,2,0
446,ABY,TOL,0,1,0
447,ABY,TYS,0,1,0
449,ABY,YIP,0,9,0
452,ACT,ACT,0,1,0
453,ACT,AFW,0,1,0
463,ACT,CHS,0,1,0
465,ACT,CLT,0,1,0
480,ACT,ELP,0,1,0
490,ACT,GTR,0,1,0
497,ACT,ICT,0,1,0
811,ADS,SDM,0,5,0
813,ADS,SHV,0,2,0
1608,ANC,GSO,0,1,0
1111,AGS,PBI,0,2,0
1230,ALB,FAR,0,1,0
1248,ALB,ILM,0,1,0
1249,ALB,ILN,0,714,0
1256,ALB,LCK,0,5,0
1261,ALB,LYH,0,1,0
1284,ALB,PBG,0,1,0
1311,ALB,TTN,0,2,0
1319,ALM,FMN,0,1,0
1326,ALO,ALO,0,3,0
1337,ALO,CGI,0,1,0
1342,ALO,CMI,0,1,0
1344,ALO,DAL,0,1,0
1350,ALO,EVV,0,1,0
1351,ALO,EWR,0,2,0
1353,ALO,FAT,0,1,0
1355,ALO,FLL,0,1,0
1364,ALO,IND,0,1,0
1365,ALO,LAF,0,1,0
1367,ALO,LRD,0,2,0
1369,ALO,MCI,0,2,0
1372,ALO,MEM,0,2,0
1375,ALO,MKE,0,4,0
1380,ALO,MYR,0,2,0
1388,ALO,RFD,0,1,0
1396,ALO,SRC,0,1,0
1222,ALB,DET,0,1,0
1219,ALB,DAL,0,3,0
1181,AID,YIP,0,6,0
1159,AHN,PIT,0,1,0
1119,AGS,SAT,0,1,0
1122,AGS,SHV,0,3,0
1124,AGS,STL,0,5,0
1125,AGS,SVN,0,1,0
1128,AGS,TOL,0,1,0
1131,AGS,YIP,0,7,0
1139,AHN,COU,0,1,0
1140,AHN,CSG,0,1,0
1142,AHN,FOE,0,1,0
1152,AHN,MCI,0,1,0
1155,AHN,MIA,0,2,0
1161,AHN,SAV,0,1,0
1180,AID,TUL,0,1,0
1169,AID,AVL,0,5,0
1170,AID,BUF,0,1,0
1171,AID,CVG,0,1,0
1172,AID,DTW,0,1,0
1173,AID,LIT,0,1,0
1174,AID,LRD,0,1,0
1175,AID,MCI,0,2,0
1176,AID,MEM,0,1,0
1177,AID,OKC,0,1,0
1178,AID,RFD,0,1,0
1179,AID,SHV,0,2,0
1398,ALO,SUS,0,1,0
1442,AMA,DAY,0,2,0
1449,AMA,EVV,0,1,0
1576,ANC,CHS,0,7,0
1553,ANB,TYS,0,1,0
1555,ANB,YIP,0,13,0
1558,ANC,AFW,0,853,0
1563,ANC,AZA,0,1,0
1564,ANC,BDL,0,8,0
1566,ANC,BFM,0,1,0
1568,ANC,BHM,0,17,0
1569,ANC,BIF,0,2,0
1572,ANC,BOS,0,5,0
1574,ANC,BWI,0,4,0
1575,ANC,CHI,0,32,0
1578,ANC,CMH,0,223,0
1550,ANB,SGF,0,1,0
1579,ANC,CNW,0,1,0
1583,ANC,DAL,0,1,0
1588,ANC,DOV,0,1,0
1591,ANC,EDF,0,10,0
1593,ANC,ELP,0,1,0
1594,ANC,EUG,0,1,0
1595,ANC,EVV,0,1,0
1601,ANC,FWA,0,1,0
1602,ANC,FWH,0,1,0
1605,ANC,GGG,0,2,0
1607,ANC,GRK,0,2,0
1552,ANB,TUL,0,1,0
1549,ANB,ORD,0,1,0
1452,AMA,FCA,0,1,0
1502,AMA,PIA,0,1,0
1453,AMA,FMN,0,1,0
1460,AMA,HNL,0,0,0
1466,AMA,ILG,0,1,0
1468,AMA,IPL,0,2,0
1475,AMA,LCK,0,1,0
1476,AMA,LEX,0,1,0
1482,AMA,MCC,0,1,0
1487,AMA,MEM,0,2,0
1488,AMA,MKE,0,4,0
1489,AMA,MKL,0,2,0
1496,AMA,OLS,0,3,0
1507,AMA,RFD,0,1,0
1548,ANB,MKE,0,1,0
1513,AMA,SDM,0,2,0
1518,AMA,SJC,0,2,0
1526,AMA,SYI,0,2,0
1532,AMA,YIP,0,7,0
1535,AMK,ABQ,0,5,0
1536,AMK,FMN,0,2,0
1539,ANB,ATL,0,1,0
1543,ANB,DTW,0,1,0
1545,ANB,LFT,0,1,0
1546,ANB,LRD,0,1,0
1547,ANB,LRU,0,1,0
1114,AGS,PNS,0,1,0
1103,AGS,MIA,0,1,0
814,ADS,SJC,0,4,0
1099,AGS,MCI,0,2,0
930,AEX,ROA,0,1,0
939,AEX,TLH,0,2,0
943,AEX,TUS,0,30,0
946,AEX,YIP,0,2,0
947,AEX,YNG,0,1,0
948,AFW,ABI,0,8,0
949,AFW,ABQ,0,857,0
950,AFW,ACT,0,2,0
951,AFW,AFW,0,7,0
952,AFW,AMA,0,3,0
953,AFW,ANC,0,483,0
954,AFW,ATL,0,1510,0
957,AFW,BFI,0,1,0
958,AFW,BFM,0,6,0
960,AFW,BIL,0,1,0
961,AFW,BIS,0,1,0
963,AFW,BTR,0,1,0
964,AFW,BUF,0,1,0
965,AFW,BWD,0,6,0
967,AFW,BWI,0,2,0
968,AFW,CLE,0,1,0
970,AFW,CMH,0,1,0
971,AFW,CRP,0,3,0
972,AFW,CSG,0,1,0
975,AFW,DLH,0,1,0
927,AEX,RAP,0,1,0
922,AEX,PHL,0,1,0
909,AEX,MKE,0,2,0
834,AEX,AZA,0,1,0
815,ADS,SLC,0,1,0
816,ADS,STL,0,3,0
817,ADS,SUS,0,7,0
818,ADS,SYR,0,1,0
819,ADS,TOL,0,4,0
820,ADS,TUL,0,3,0
821,ADS,TUS,0,3,0
822,ADS,TYR,0,1,0
823,ADS,TYS,0,1,0
824,ADS,YIP,0,32,0
825,ADS,YUM,0,5,0
837,AEX,BFI,0,1,0
908,AEX,MIB,0,1,0
838,AEX,BFL,0,1,0
845,AEX,BRO,0,2,0
849,AEX,CAE,0,1,0
857,AEX,CVG,0,1,0
860,AEX,DSM,0,1,0
863,AEX,EGP,0,1,0
867,AEX,FBK,0,2,0
879,AEX,GYY,0,1,0
885,AEX,ILM,0,1,0
886,AEX,IND,0,1,0
890,AEX,LAF,0,1,0
976,AFW,DRT,0,3,0
977,AFW,DTW,0,1,0
979,AFW,EWR,0,20,0
1038,AGC,OMA,0,1,0
1021,AFW,SJT,0,3,0
1022,AFW,SLC,0,10,0
1023,AFW,SLN,0,2,0
1024,AFW,SMF,0,36,0
1025,AFW,SUS,0,2,0
1026,AFW,SWO,0,1,0
1027,AFW,TDW,0,1,0
1029,AFW,TUL,0,1151,0
1031,AFW,VWH,0,1,0
1032,AFW,YIP,0,6,0
1035,AGC,GYY,0,1,0
1041,AGC,SHV,0,1,0
1019,AFW,SHV,0,1177,0
1043,AGC,YIP,0,3,0
1047,AGS,AFW,0,3,0
1048,AGS,AGS,0,0,0
1059,AGS,BRO,0,1,0
1061,AGS,BWG,0,5,0
1064,AGS,CAK,0,1,0
1070,AGS,CMH,0,1,0
1074,AGS,DAL,0,1,0
1076,AGS,DET,0,1,0
1097,AGS,LRD,0,5,0
1098,AGS,MBS,0,2,0
1020,AFW,SJC,0,565,0
1017,AFW,SFO,0,6,0
980,AFW,FAI,0,1,0
998,AFW,MAF,0,705,0
982,AFW,FWA,0,1,0
983,AFW,FWH,0,2,0
984,AFW,GFK,0,1,0
985,AFW,GRK,0,1,0
988,AFW,HUT,0,2,0
989,AFW,IAD,0,37,0
990,AFW,IAH,0,1540,0
991,AFW,ICT,0,2809,0
993,AFW,JFK,0,9,0
995,AFW,LBB,0,3021,0
997,AFW,LRD,0,1,0
999,AFW,MCI,0,147,0
1016,AFW,SEA,0,282,0
1000,AFW,MCO,0,58,0
1002,AFW,MEI,0,8,0
1005,AFW,MKE,0,2,0
1006,AFW,MSP,0,724,0
1007,AFW,MSY,0,16,0
1008,AFW,OAK,0,1908,0
1009,AFW,OKC,0,189,0
1011,AFW,PDK,0,3,0
1012,AFW,PHX,0,305,0
1013,AFW,RDU,0,1,0
1015,AFW,SAT,0,1514,0
3534,BGS,ABI,0,1,0
3542,BHM,ADS,0,2,0
7583,CMH,ILG,0,1,0
5920,CAE,GLH,0,2,0
6096,CAK,JFK,0,1,0
6101,CAK,LCK,0,2,0
6104,CAK,LIT,0,1,0
6106,CAK,LRD,0,4,0
6115,CAK,MKE,0,18,0
6116,CAK,MKL,0,1,0
6117,CAK,MOT,0,1,0
6123,CAK,OKC,0,4,0
6141,CAK,SCE,0,1,0
6143,CAK,SGF,0,1,0
6144,CAK,SHV,0,16,0
6148,CAK,TCL,0,1,0
6155,CAK,YIP,0,6,0
6158,CBE,ABE,0,1,0
6162,CBE,MDT,0,5,0
6168,CDC,ACT,0,1,0
6174,CDC,DRO,0,1,0
6175,CDC,EKO,0,1,0
6186,CDC,MSP,0,1,0
6190,CDC,PUC,0,3,0
6193,CDC,ROW,0,1,0
6200,CDC,TUS,0,1,0
6201,CDC,VGT,0,1,0
6205,CEC,CIC,0,1472,0
6206,CEC,EKA,0,382,0
6094,CAK,ITH,0,1,0
6091,CAK,ILM,0,1,0
6090,CAK,ILG,0,2,0
5984,CAE,OPF,0,2,0
5930,CAE,HOT,0,1,0
5938,CAE,ILN,0,1379,0
5943,CAE,JXN,0,8,0
5944,CAE,LAF,0,1,0
5945,CAE,LAN,0,3,0
5948,CAE,LAX,0,17,0
5950,CAE,LCK,0,13,0
5955,CAE,LNK,0,4,0
5956,CAE,LRD,0,11,0
5968,CAE,MHR,0,17,0
5980,CAE,OAK,0,84,0
5987,CAE,PDX,0,6,0
6072,CAK,FAR,0,1,0
6000,CAE,RWI,0,1,0
6007,CAE,SJC,0,1337,0
6010,CAE,SNA,0,8,0
6012,CAE,SSC,0,1,0
6016,CAE,SZL,0,1,0
6044,CAK,BTR,0,1,0
6049,CAK,CAK,0,1,0
6056,CAK,CMI,0,1,0
6057,CAK,COS,0,1,0
6064,CAK,DFW,0,1,0
6070,CAK,EVV,0,1,0
6207,CEC,LAX,0,1,0
6208,CEC,MFR,0,4,0
6209,CEC,MOD,0,1,0
6374,CHA,WGO,0,1,0
6308,CHA,HKS,0,2,0
6317,CHA,ILN,0,1533,0
6319,CHA,ISO,0,1,0
6322,CHA,JFK,0,1,0
6331,CHA,LRD,0,9,0
6337,CHA,MGM,0,1,0
6338,CHA,MKC,0,1,0
6354,CHA,PVD,0,1,0
6365,CHA,SUS,0,1,0
6367,CHA,TCL,0,1,0
6371,CHA,TUS,0,1,0
6375,CHA,YIP,0,4,0
6291,CHA,ELP,0,1,0
6376,CHI,ANC,0,7,0
6377,CHI,DFW,0,24,0
6378,CHO,ABE,0,5,0
6379,CHO,ACY,0,2,0
6380,CHO,ADS,0,1,0
6382,CHO,AHN,0,2,0
6390,CHO,BGM,0,1,0
6400,CHO,CHS,0,1,0
6401,CHO,CID,0,3,0
6402,CHO,CKB,0,1,0
6411,CHO,DAL,0,2,0
6297,CHA,FNT,0,1,0
6274,CHA,CHS,0,2,0
6211,CEC,RDM,0,1,0
6229,CGI,BUF,0,1,0
6215,CEC,UKI,0,6,0
6216,CEV,ATL,0,2,0
6217,CEV,CMH,0,1,0
6218,CEV,HKS,0,1,0
6219,CEV,LRD,0,1,0
6220,CEV,MCI,0,1,0
6221,CEV,MSP,0,1,0
6222,CEV,OKC,0,1,0
6223,CEV,YIP,0,6,0
6225,CGI,ADS,0,1,0
6228,CGI,BNA,0,2,0
6232,CGI,DTW,0,1,0
6268,CHA,BRO,0,1,0
6233,CGI,ELP,0,1,0
6234,CGI,IND,0,1,0
6235,CGI,LAN,0,1,0
6236,CGI,LRD,0,10,0
6237,CGI,MDT,0,1,0
6239,CGI,MFD,0,1,0
6243,CGI,ROA,0,2,0
6244,CGI,SHV,0,2,0
6245,CGI,STC,0,1,0
6249,CGI,YIP,0,17,0
6254,CHA,ADS,0,1,0
5929,CAE,GYY,0,2,0
5918,CAE,GGE,0,1,0
6430,CHO,ISO,0,1,0
5912,CAE,FNT,0,99,0
5502,BWI,ADS,0,1,0
5509,BWI,ANB,0,1,0
5510,BWI,ANC,0,3,0
5527,BWI,BIF,0,3,0
5537,BWI,BWG,0,1,0
5546,BWI,CID,0,1,0
5547,BWI,CKB,0,1,0
5551,BWI,CLU,0,2,0
5568,BWI,DMA,0,1,0
5569,BWI,DOV,0,7,0
5570,BWI,DRO,0,1,0
5590,BWI,GFK,0,2,0
5601,BWI,HNL,0,4,0
5610,BWI,ILN,0,1593,0
5617,BWI,LAF,0,1,0
5620,BWI,LAW,0,1,0
5625,BWI,LCK,0,10,0
5632,BWI,LRD,0,1,0
5635,BWI,LUK,0,3,0
5638,BWI,MCE,0,1,0
5640,BWI,MCN,0,1,0
5661,BWI,NQA,0,1,0
5662,BWI,NZC,0,2,0
5670,BWI,OPF,0,4,0
5674,BWI,PAM,0,1,0
5501,BWI,ADM,0,1,0
5494,BWG,YIP,0,136,0
5492,BWG,STL,0,3,0
5466,BWG,HSV,0,1,0
5452,BWG,DAY,0,1,0
5453,BWG,DET,0,3,0
5454,BWG,DPA,0,1,0
